name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期中間試験,国語:25,数学:32,理科:27,社会:41,英語:12,
name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期期末試験,国語:55,数学:40,理科:35,社会:46,英語:24,
name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:２学期中間試験,国語:15,数学:52,理科:25,社会:52,英語:33,
name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:２学期期末試験,国語:27,数学:48,理科:36,社会:55,英語:27,
name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:３学期中間試験,国語:55,数学:29,理科:42,社会:56,英語:41,
name:倉冨まりや,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:３学期期末試験,国語:75,数学:36,理科:44,社会:461,英語:50,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期中間試験,国語:35,数学:42,理科:55,社会:60,英語:61,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期期末試験,国語:45,数学:48,理科:63,社会:57,英語:59,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:２学期中間試験,国語:33,数学:55,理科:59,社会:61,英語:67,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:２学期期末試験,国語:48,数学:52,理科:63,社会:58,英語:58,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:３学期中間試験,国語:52,数学:61,理科:66,社会:71,英語:71,
name:倉冨まりや,grade:２年,classrm:５組,mail:mishakuratomi@gmail.com,exam:３学期期末試験,国語:55,数学:72,理科:70,社会:80,英語:80,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:１学期中間試験,国語:52,数学:63,理科:72,社会:54,英語:72,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:１学期期末試験,国語:61,数学:59,理科:79,社会:58,英語:58,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:２学期中間試験,国語:66,数学:67,理科:83,社会:63,英語:77,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:２学期期末試験,国語:71,数学:59,理科:79,社会:68,英語:83,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:３学期中間試験,国語:62,数学:71,理科:73,社会:59,英語:65,
name:倉冨まりや,grade:３年,classrm:３組,mail:mishakuratomi@gmail.com,exam:３学期期末試験,国語:70,数学:81,理科:70,社会:68,英語:70,
name:桐原彩,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期中間試験,国語:36,数学:32,理科:37,社会:41,英語:13,
name:桐原彩,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:１学期期末試験,国語:46,数学:40,理科:26,社会:46,英語:34,
name:桐原彩,grade:１年,classrm:５組,mail:mishakuratomi@gmail.com,exam:２学期中間試験,国語:16,数学:63,理科:36,社会:63,英語:33,
